season,player_name,Tm,Age,Int,PD,Sk,QBHits,pos,school,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle
2021,Darius Phillips,CIN,26,0,2,0,0,CB,West. Michigan,70,190,4.54,20,,114,7,4
2022,Darius Phillips,DEN,27,0,0,0,0,CB,West. Michigan,70,190,4.54,20,,114,7,4
2018,Oren Burks,GB,23,0,0,0,0,OLB,Vanderbilt,75,233,4.59,18,39.5,131,6.82,4.15
2019,Oren Burks,GB,24,0,0,0,0,OLB,Vanderbilt,75,233,4.59,18,39.5,131,6.82,4.15
2020,Oren Burks,GB,25,0,0,0,0,OLB,Vanderbilt,75,233,4.59,18,39.5,131,6.82,4.15
2021,Oren Burks,GB,26,0,0,0.5,2,OLB,Vanderbilt,75,233,4.59,18,39.5,131,6.82,4.15
2022,Oren Burks,SF,27,0,1,0.5,1,OLB,Vanderbilt,75,233,4.59,18,39.5,131,6.82,4.15
2018,Parry Nickerson,NYJ,24,0,1,0,0,CB,Tulane,72,180,4.32,15,,114,7,4
2019,Parry Nickerson,JAX,25,0,0,0,0,CB,Tulane,72,180,4.32,15,,114,7,4
2021,Parry Nickerson,MIN,27,0,0,0,0,CB,Tulane,72,180,4.32,15,,114,7,4
2018,Derrick Nnadi,KC,22,0,0,0,0,DT,Florida State,73,317,5.38,25,27,96,8.15,5.02
2019,Derrick Nnadi,KC,23,1,1,1,1,DT,Florida State,73,317,5.38,25,27,96,8.15,5.02
2020,Derrick Nnadi,KC,24,0,0,0,1,DT,Florida State,73,317,5.38,25,27,96,8.15,5.02
2021,Derrick Nnadi,KC,25,0,0,3,5,DT,Florida State,73,317,5.38,25,27,96,8.15,5.02
2022,Derrick Nnadi,KC,26,0,0,0,0,DT,Florida State,73,317,5.38,25,27,96,8.15,5.02
2018,Isaac Yiadom,DEN,22,1,3,0,0,CB,Boston Col.,73,190,4.52,8,,120,7,4.18
2019,Isaac Yiadom,DEN,23,0,4,0,0,CB,Boston Col.,73,190,4.52,8,,120,7,4.18
2020,Isaac Yiadom,NYG,24,0,5,0.5,1,CB,Boston Col.,73,190,4.52,8,,120,7,4.18
2021,Isaac Yiadom,GB,25,0,0,0,0,CB,Boston Col.,73,190,4.52,8,,120,7,4.18
2018,Fadol Brown,NYG,25,0,1,0,4,DE,Mississippi,76,273,4.94,19,34,115,7.24,4.44
2018,Sean Chandler,NYG,22,0,1,1,2,S,Temple,72,190,4.65,16,34.5,119,7,4.62
2019,Sean Chandler,NYG,23,0,0,0,0,S,Temple,72,190,4.65,16,34.5,119,7,4.62
2020,Sean Chandler,NYG,24,0,0,0,0,S,Temple,72,190,4.65,16,34.5,119,7,4.62
2021,Sean Chandler,CAR,25,0,1,0,1,S,Temple,72,190,4.65,16,34.5,119,7,4.62
2022,Sean Chandler,CAR,26,0,0,0,0,S,Temple,72,190,4.65,16,34.5,119,7,4.62
2018,Deadrin Senat,ATL,24,0,0,0,3,DT,South Florida,72,314,5.16,35,26,100,7.77,4.79
2020,Deadrin Senat,ATL,26,0,0,0,0,DT,South Florida,72,314,5.16,35,26,100,7.77,4.79
2022,Deadrin Senat,TB,28,0,0,1,2,DT,South Florida,72,314,5.16,35,26,100,7.77,4.79
2018,Breeland Speaks,KC,23,0,0,1.5,8,DT,Mississippi,75,283,4.87,20,32.5,110,7.63,4.65
2018,Jason Cabinda,LV,22,0,0,0,1,ILB,Penn State,73,239,4,19,,114,7,4
2019,Jason Cabinda,DET,23,0,0,0,0,ILB,Penn State,73,239,4,19,,114,7,4
2020,Jason Cabinda,DET,24,0,0,0,0,ILB,Penn State,73,239,4,19,,114,7,4
2021,Jason Cabinda,DET,25,0,0,0,0,ILB,Penn State,73,239,4,19,,114,7,4
2022,Jason Cabinda,DET,26,0,0,0,0,ILB,Penn State,73,239,4,19,,114,7,4
2018,Kevin Toliver,CHI,23,0,2,0,0,CB,LSU,75,204,4,10,33,120,7,4
2019,Kevin Toliver,CHI,24,0,2,0,0,CB,LSU,75,204,4,10,33,120,7,4
2020,Kevin Toliver,DEN,25,0,0,0,0,CB,LSU,75,204,4,10,33,120,7,4
2018,Taven Bryan,JAX,22,0,0,1,2,DT,Florida,76,291,4.98,30,35,119,7.12,4.48
2019,Taven Bryan,JAX,23,0,1,2,9,DT,Florida,76,291,4.98,30,35,119,7.12,4.48
2020,Taven Bryan,JAX,24,0,0,0.5,6,DT,Florida,76,291,4.98,30,35,119,7.12,4.48
2021,Taven Bryan,JAX,25,0,0,2,8,DT,Florida,76,291,4.98,30,35,119,7.12,4.48
2022,Taven Bryan,CLE,26,0,1,3,6,DT,Florida,76,291,4.98,30,35,119,7.12,4.48
2018,Marcus Davenport,NO,22,0,2,4.5,12,DE,Texas-San Antonio,78,264,4.58,22,33.5,124,7.2,4.41
2019,Marcus Davenport,NO,23,0,0,6,16,DE,Texas-San Antonio,78,264,4.58,22,33.5,124,7.2,4.41
2020,Marcus Davenport,NO,24,0,2,1.5,8,DE,Texas-San Antonio,78,264,4.58,22,33.5,124,7.2,4.41
2021,Marcus Davenport,NO,25,0,0,9,16,DE,Texas-San Antonio,78,264,4.58,22,33.5,124,7.2,4.41
2022,Marcus Davenport,NO,26,0,0,0.5,8,DE,Texas-San Antonio,78,264,4.58,22,33.5,124,7.2,4.41
2018,Rashaan Gaulden,CAR,23,0,1,0,0,CB,Tennessee,73,193,4.61,8,30,119,7.16,4.33
2019,Rashaan Gaulden,CAR,24,0,0,0,0,CB,Tennessee,73,193,4.61,8,30,119,7.16,4.33
2018,Kyzir White,LAC,22,1,2,0,0,S,West Virginia,74,216,4,21,35.5,113,7,4
2019,Kyzir White,LAC,23,1,2,0,0,S,West Virginia,74,216,4,21,35.5,113,7,4
2020,Kyzir White,LAC,24,0,3,0.5,3,S,West Virginia,74,216,4,21,35.5,113,7,4
2021,Kyzir White,LAC,25,2,3,1,4,S,West Virginia,74,216,4,21,35.5,113,7,4
2022,Kyzir White,PHI,26,0,7,1.5,3,S,West Virginia,74,216,4,21,35.5,113,7,4
2018,Dane Cruikshank,TEN,23,0,0,0,0,S,Arizona,73,206,4.41,25,38.5,121,6.89,4.24
2019,Dane Cruikshank,TEN,24,0,0,0,0,S,Arizona,73,206,4.41,25,38.5,121,6.89,4.24
2020,Dane Cruikshank,TEN,25,1,1,0,0,S,Arizona,73,206,4.41,25,38.5,121,6.89,4.24
2021,Dane Cruikshank,TEN,26,0,1,0,0,S,Arizona,73,206,4.41,25,38.5,121,6.89,4.24
2022,Dane Cruikshank,CHI,27,0,0,0,0,S,Arizona,73,206,4.41,25,38.5,121,6.89,4.24
2018,Siran Neal,BUF,24,0,0,1,1,S,Jacksonville State,72,199,4.56,17,40.5,122,7,4.28
2019,Siran Neal,BUF,25,0,0,0,0,S,Jacksonville State,72,199,4.56,17,40.5,122,7,4.28
2020,Siran Neal,BUF,26,0,1,0,1,S,Jacksonville State,72,199,4.56,17,40.5,122,7,4.28
2021,Siran Neal,BUF,27,0,0,0,0,S,Jacksonville State,72,199,4.56,17,40.5,122,7,4.28
2022,Siran Neal,BUF,28,0,4,0,1,S,Jacksonville State,72,199,4.56,17,40.5,122,7,4.28
2018,Nick Nelson,LV,22,0,1,0,0,CB,Wisconsin,71,208,4.52,17,,123,7,4
2018,Danny Johnson,WAS,23,0,1,0,0,CB,Southern,70,185,4.44,15,35,123,7,4
2019,Danny Johnson,WAS,24,0,1,0,0,CB,Southern,70,185,4.44,15,35,123,7,4
2020,Danny Johnson,WAS,25,0,0,0,0,CB,Southern,70,185,4.44,15,35,123,7,4
2021,Danny Johnson,WAS,26,0,2,0,0,CB,Southern,70,185,4.44,15,35,123,7,4
2022,Danny Johnson,WAS,27,1,9,1,1,CB,Southern,70,185,4.44,15,35,123,7,4
2018,Shaquem Griffin,SEA,23,0,0,0,0,OLB,Central Florida,73,227,4.38,20,,117,7,4
2019,Shaquem Griffin,SEA,24,0,0,0,3,OLB,Central Florida,73,227,4.38,20,,117,7,4
2020,Shaquem Griffin,SEA,25,0,1,1,3,OLB,Central Florida,73,227,4.38,20,,117,7,4
2018,Natrell Jamerson,CAR,23,0,1,0,0,S,Wisconsin,72,198,4.4,25,35.5,120,7,4
2019,Natrell Jamerson,CAR,24,0,0,0,0,S,Wisconsin,72,198,4.4,25,35.5,120,7,4
2018,Zach Moore,ARI,28,0,0,3.5,5,DE,Concordia (MN),77,269,4.84,23,33.5,123,7.41,4.46
2018,Rasheem Green,SEA,21,0,0,1,1,DE,USC,77,275,4.73,20,32.5,118,7.24,4.39
2019,Rasheem Green,SEA,22,0,2,4,5,DE,USC,77,275,4.73,20,32.5,118,7.24,4.39
2020,Rasheem Green,SEA,23,0,0,2,6,DE,USC,77,275,4.73,20,32.5,118,7.24,4.39
2021,Rasheem Green,SEA,24,0,4,6.5,15,DE,USC,77,275,4.73,20,32.5,118,7.24,4.39
2022,Rasheem Green,HOU,25,0,2,3.5,8,DE,USC,77,275,4.73,20,32.5,118,7.24,4.39
2018,Justin Jones,LAC,22,0,0,0.5,1,DT,NOth Carolina State,74,309,5.09,24,29,104,7.82,4.74
2019,Justin Jones,LAC,23,0,1,0,3,DT,NOth Carolina State,74,309,5.09,24,29,104,7.82,4.74
2020,Justin Jones,LAC,24,0,0,1,4,DT,NOth Carolina State,74,309,5.09,24,29,104,7.82,4.74
2021,Justin Jones,LAC,25,0,1,3,5,DT,NOth Carolina State,74,309,5.09,24,29,104,7.82,4.74
2022,Justin Jones,CHI,26,0,4,3,7,DT,NOth Carolina State,74,309,5.09,24,29,104,7.82,4.74
2018,Chandon Sullivan,PHI,22,0,0,0,0,CB,Georgia State,71,195,4.6,15,40.5,134,7,4.36
2019,Chandon Sullivan,GB,23,1,6,0,1,CB,Georgia State,71,195,4.6,15,40.5,134,7,4.36
2020,Chandon Sullivan,GB,24,1,6,0,0,CB,Georgia State,71,195,4.6,15,40.5,134,7,4.36
2021,Chandon Sullivan,GB,25,3,4,0,0,CB,Georgia State,71,195,4.6,15,40.5,134,7,4.36
2022,Chandon Sullivan,MIN,26,0,7,0,1,CB,Georgia State,71,195,4.6,15,40.5,134,7,4.36
2018,Duke Ejiofor,HOU,23,0,2,1,2,DE,Wake Forest,76,264,4,20,,114,7,4
2018,John Franklin-Myers,LAR,22,0,0,2,0,DE,Stephen F. Austin,76,283,4.75,26,33,113,7.36,4.48
2020,John Franklin-Myers,NYJ,24,0,2,3,13,DE,Stephen F. Austin,76,283,4.75,26,33,113,7.36,4.48
2021,John Franklin-Myers,NYJ,25,1,1,6,14,DE,Stephen F. Austin,76,283,4.75,26,33,113,7.36,4.48
2022,John Franklin-Myers,NYJ,26,0,1,5,20,DE,Stephen F. Austin,76,283,4.75,26,33,113,7.36,4.48
2018,Tim Settle,WAS,21,0,0,0,0,DT,Virginia Tech,75,329,5.37,20,23.5,96,7.95,4.83
2019,Tim Settle,WAS,22,0,0,2,5,DT,Virginia Tech,75,329,5.37,20,23.5,96,7.95,4.83
2020,Tim Settle,WAS,23,0,0,5,7,DT,Virginia Tech,75,329,5.37,20,23.5,96,7.95,4.83
2021,Tim Settle,WAS,24,0,0,0,0,DT,Virginia Tech,75,329,5.37,20,23.5,96,7.95,4.83
2022,Tim Settle,BUF,25,0,1,1,2,DT,Virginia Tech,75,329,5.37,20,23.5,96,7.95,4.83
2018,Taylor Stallworth,NO,23,0,0,1,1,DT,South Carolina,74,312,5.28,18,23.5,101,7.95,4.75
2019,Taylor Stallworth,NO,24,0,0,0,0,DT,South Carolina,74,312,5.28,18,23.5,101,7.95,4.75
2020,Taylor Stallworth,IND,25,0,0,0.5,1,DT,South Carolina,74,312,5.28,18,23.5,101,7.95,4.75
2021,Taylor Stallworth,IND,26,0,1,3,12,DT,South Carolina,74,312,5.28,18,23.5,101,7.95,4.75
2018,Anthony Averett,BAL,24,0,2,0,0,CB,Alabama,72,185,4.36,13,31.5,119,6.93,4.4
2019,Anthony Averett,BAL,25,0,2,0,0,CB,Alabama,72,185,4.36,13,31.5,119,6.93,4.4
2020,Anthony Averett,BAL,26,0,7,0,0,CB,Alabama,72,185,4.36,13,31.5,119,6.93,4.4
2021,Anthony Averett,BAL,27,3,11,0,0,CB,Alabama,72,185,4.36,13,31.5,119,6.93,4.4
2022,Anthony Averett,LV,28,0,1,0,0,CB,Alabama,72,185,4.36,13,31.5,119,6.93,4.4
2018,Keionta Davis,NE,24,0,0,0,2,DE,Tenn-Chattanooga,75,271,4,20,,114,7,4
2018,Malik Jefferson,CIN,22,0,0,0,0,OLB,Texas,75,236,4.52,27,36,125,7,4
2019,Malik Jefferson,CLE,23,0,0,0,0,OLB,Texas,75,236,4.52,27,36,125,7,4
2020,Malik Jefferson,LAC,24,0,0,0,0,OLB,Texas,75,236,4.52,27,36,125,7,4
2018,R.J. McIntosh,NYG,22,0,0,0,1,DT,Miami (FL),76,286,4,20,,114,7,4
2019,R.J. McIntosh,NYG,23,0,0,2,2,DT,Miami (FL),76,286,4,20,,114,7,4
2018,Nathan Shepherd,NYJ,25,0,0,0,5,DT,Fort Hays State,77,315,5.09,20,31,112,7.5,4.53
2019,Nathan Shepherd,NYJ,26,0,0,2,6,DT,Fort Hays State,77,315,5.09,20,31,112,7.5,4.53
2020,Nathan Shepherd,NYJ,27,0,0,2.5,8,DT,Fort Hays State,77,315,5.09,20,31,112,7.5,4.53
2021,Nathan Shepherd,NYJ,28,0,0,0,8,DT,Fort Hays State,77,315,5.09,20,31,112,7.5,4.53
2022,Nathan Shepherd,NYJ,29,0,0,1.5,6,DT,Fort Hays State,77,315,5.09,20,31,112,7.5,4.53
2018,Joshua Kalu,TEN,23,0,0,0,0,S,Nebraska,73,195,4.58,17,41.5,134,7,4
2019,Joshua Kalu,TEN,24,0,1,0,0,S,Nebraska,73,195,4.58,17,41.5,134,7,4
2020,Joshua Kalu,TEN,25,0,0,0,0,S,Nebraska,73,195,4.58,17,41.5,134,7,4
2022,Joshua Kalu,TEN,27,1,5,0,0,S,Nebraska,73,195,4.58,17,41.5,134,7,4
2018,Kenny Ladler,WAS,26,0,0,0,1,S,Vanderbilt,72,207,4.7,24,36.5,127,7,4
2019,Kenny Ladler,WAS,27,0,0,0,0,S,Vanderbilt,72,207,4.7,24,36.5,127,7,4
2018,Dean Marlowe,BUF,26,0,1,0,0,S,James Madison,73,203,4.58,16,33.5,114,7,4.18
2019,Dean Marlowe,BUF,27,0,1,0,0,S,James Madison,73,203,4.58,16,33.5,114,7,4.18
2020,Dean Marlowe,BUF,28,2,3,1.5,2,S,James Madison,73,203,4.58,16,33.5,114,7,4.18
2021,Dean Marlowe,DET,29,0,2,0,2,S,James Madison,73,203,4.58,16,33.5,114,7,4.18
2022,Dean Marlowe,DET,30,0,0,0,0,S,James Madison,73,203,4.58,16,33.5,114,7,4.18
2018,Skai Moore,IND,23,0,0,0,0,OLB,South Carolina,74,226,4.73,20,36,117,7,4
2018,Keishawn Bierria,DEN,23,0,0,0,0,ILB,Washington,74,230,4.79,21,30.5,117,7.26,4
2018,Jack Cichy,TB,23,0,0,0,0,ILB,Wisconsin,74,238,4,18,,114,7,4
2019,Jack Cichy,TB,24,0,0,0,0,ILB,Wisconsin,74,238,4,18,,114,7,4
2020,Jack Cichy,TB,25,0,0,0,0,ILB,Wisconsin,74,238,4,18,,114,7,4
2018,Corn Elder,CAR,24,0,0,0,0,CB,Miami (FL),70,183,4.55,20,,114,7,4
2020,Corn Elder,CAR,26,0,3,0,0,CB,Miami (FL),70,183,4.55,20,,114,7,4
2021,Corn Elder,WAS,27,0,1,0,0,CB,Miami (FL),70,183,4.55,20,,114,7,4
2018,Jalyn Holmes,MIN,22,0,0,1,1,DE,Ohio State,77,283,4.82,25,32,114,7,4
2019,Jalyn Holmes,MIN,23,0,0,0,0,DE,Ohio State,77,283,4.82,25,32,114,7,4
2020,Jalyn Holmes,MIN,24,0,2,0,4,DE,Ohio State,77,283,4.82,25,32,114,7,4
2021,Jalyn Holmes,NO,25,0,1,0,0,DE,Ohio State,77,283,4.82,25,32,114,7,4
2022,Jalyn Holmes,CHI,26,0,0,0,0,DE,Ohio State,77,283,4.82,25,32,114,7,4
2018,Pita Taumoepenu,SF,24,0,0,0,0,OLB,Utah,73,243,4.67,24,28.5,112,6.91,4.33
2020,Pita Taumoepenu,ATL,26,0,0,0,0,OLB,Utah,73,243,4.67,24,28.5,112,6.91,4.33
2018,Matthew Thomas,PIT,23,0,0,0,0,OLB,Florida State,75,232,4.58,20,41.5,131,6.85,4.28
2018,Michael Tyson,HOU,25,0,1,0,0,S,Cincinnati,73,204,4.56,17,33,118,7,4
2018,Armani Watts,KC,22,0,1,1,2,S,Texas A&M,71,205,4,13,35,120,7.25,4.37
2019,Armani Watts,KC,23,0,0,1,1,S,Texas A&M,71,205,4,13,35,120,7.25,4.37
2020,Armani Watts,KC,24,0,1,0,0,S,Texas A&M,71,205,4,13,35,120,7.25,4.37
2021,Armani Watts,KC,25,0,0,0,0,S,Texas A&M,71,205,4,13,35,120,7.25,4.37
2018,Matt Dickerson,TEN,23,0,0,0,0,DE,UCLA,76,292,5.06,26,31,114,7,4
2019,Matt Dickerson,TEN,24,0,0,0,1,DE,UCLA,76,292,5.06,26,31,114,7,4
2020,Matt Dickerson,TEN,25,0,0,0,1,DE,UCLA,76,292,5.06,26,31,114,7,4
2022,Matt Dickerson,ATL,27,0,0,0,1,DE,UCLA,76,292,5.06,26,31,114,7,4
2018,Brandon Facyson,LAC,24,0,0,0,0,CB,Virginia Tech,74,197,4.53,16,,114,7,4
2019,Brandon Facyson,LAC,25,0,1,0,0,CB,Virginia Tech,74,197,4.53,16,,114,7,4
2020,Brandon Facyson,LAC,26,0,0,0,0,CB,Virginia Tech,74,197,4.53,16,,114,7,4
2021,Brandon Facyson,LV,27,1,13,0,1,CB,Virginia Tech,74,197,4.53,16,,114,7,4
2022,Brandon Facyson,IND,28,0,6,0,0,CB,Virginia Tech,74,197,4.53,16,,114,7,4
2018,Daeshon Hall,PHI,23,0,0,0.5,1,DE,Texas A&M,77,266,4.76,18,36,123,7.03,4.38
2019,Daeshon Hall,PHI,24,0,0,1,2,DE,Texas A&M,77,266,4.76,18,36,123,7.03,4.38
2018,Micah Kiser,LAR,23,0,0,0,0,ILB,Virginia,74,238,4.66,20,35.5,121,7.05,4.24
2020,Micah Kiser,LAR,25,0,3,0,1,ILB,Virginia,74,238,4.66,20,35.5,121,7.05,4.24
2021,Micah Kiser,LAR,26,0,0,0,0,ILB,Virginia,74,238,4.66,20,35.5,121,7.05,4.24
2018,Carroll Phillips,IND,26,0,0,0,0,OLB,Illinois,75,242,4.64,23,30,123,7.06,4.37
2018,Derek Rivers,NE,24,0,0,1,2,DE,Youngstown State,76,248,4.61,30,35,123,6.94,4.4
2020,Derek Rivers,HOU,26,0,0,1.5,4,DE,Youngstown State,76,248,4.61,30,35,123,6.94,4.4
2021,Derek Rivers,HOU,27,0,0,1,1,DE,Youngstown State,76,248,4.61,30,35,123,6.94,4.4
2018,Kyle Wilson,LAC,23,0,0,0,0,CB,Boise State,70,194,4.43,25,,114,7,4
2018,Marcus Allen,PIT,22,0,0,0,0,S,Penn State,74,202,4,15,37,127,7,4.32
2020,Marcus Allen,PIT,24,0,0,0,2,S,Penn State,74,202,4,15,37,127,7,4.32
2021,Marcus Allen,PIT,25,0,0,0,0,S,Penn State,74,202,4,15,37,127,7,4.32
2022,Marcus Allen,PIT,26,0,0,0,0,S,Penn State,74,202,4,15,37,127,7,4.32
2018,Troy Apke,WAS,23,0,0,0,0,S,Penn State,74,198,4.34,16,41,131,6.56,4.03
2019,Troy Apke,WAS,24,1,2,0,0,S,Penn State,74,198,4.34,16,41,131,6.56,4.03
2020,Troy Apke,WAS,25,0,2,0,0,S,Penn State,74,198,4.34,16,41,131,6.56,4.03
2021,Troy Apke,WAS,26,0,0,0,0,S,Penn State,74,198,4.34,16,41,131,6.56,4.03
2022,Troy Apke,WAS,27,0,0,0,0,S,Penn State,74,198,4.34,16,41,131,6.56,4.03
2018,John Atkins,DET,26,0,0,0,1,DT,Georgia,76,321,5.38,20,24,89,7.95,4.75
2019,John Atkins,DET,27,0,0,0,0,DT,Georgia,76,321,5.38,20,24,89,7.95,4.75
2018,Chris Covington,DAL,22,0,0,0,0,OLB,Indiana,74,245,4.78,23,,114,7,4
2019,Chris Covington,DAL,23,0,0,0,0,OLB,Indiana,74,245,4.78,23,,114,7,4
2018,Davontae Harris,CIN,23,0,0,0,0,CB,Illinois State,72,200,4.43,22,32.5,123,6.96,4.4
2019,Davontae Harris,DEN,24,0,3,0,0,CB,Illinois State,72,200,4.43,22,32.5,123,6.96,4.4
2020,Davontae Harris,DEN,25,0,1,0,0,CB,Illinois State,72,200,4.43,22,32.5,123,6.96,4.4
2021,Davontae Harris,TEN,26,0,0,0,0,CB,Illinois State,72,200,4.43,22,32.5,123,6.96,4.4
2022,Davontae Harris,TEN,27,0,0,0,0,CB,Illinois State,72,200,4.43,22,32.5,123,6.96,4.4
2018,Godwin Igwebuike,DET,24,0,0,0,0,S,NOthwestern,72,205,4.44,19,35.5,128,6.56,4.12
2021,Godwin Igwebuike,DET,27,0,0,0,0,S,NOthwestern,72,205,4.44,19,35.5,128,6.56,4.12
2018,Cassanova McKinzy,WAS,26,0,0,0,0,ILB,Auburn,73,248,4.83,21,,114,7,4
2019,Cassanova McKinzy,WAS,27,0,0,1,1,ILB,Auburn,73,248,4.83,21,,114,7,4
2018,Will Redmond,GB,25,0,0,0,0,CB,Mississippi State,71,182,4.45,20,,114,7,4
2019,Will Redmond,GB,26,0,1,0,0,CB,Mississippi State,71,182,4.45,20,,114,7,4
2020,Will Redmond,GB,27,0,1,0,2,CB,Mississippi State,71,182,4.45,20,,114,7,4
2022,Will Redmond,HOU,29,0,0,0,0,CB,Mississippi State,71,182,4.45,20,,114,7,4
2018,Andre Smith,CAR,21,0,0,0,0,ILB,NOth Carolina,72,237,4.63,19,,114,7,4
2019,Andre Smith,CAR,22,0,0,0,0,ILB,NOth Carolina,72,237,4.63,19,,114,7,4
2020,Andre Smith,BUF,23,0,0,0,0,ILB,NOth Carolina,72,237,4.63,19,,114,7,4
2021,Andre Smith,BUF,24,0,0,0,0,ILB,NOth Carolina,72,237,4.63,19,,114,7,4
2022,Andre Smith,TEN,25,0,0,0,0,ILB,NOth Carolina,72,237,4.63,19,,114,7,4
2018,Chris Worley,CIN,23,0,0,0,0,ILB,Ohio State,74,238,4.86,15,29.5,114,7,4
2018,Ifeadi Odenigbo,ARI,24,0,0,0,0,DE,NOthwestern,75,258,4.72,25,31.5,128,7.26,4.4
2019,Ifeadi Odenigbo,MIN,25,0,0,7,13,DE,NOthwestern,75,258,4.72,25,31.5,128,7.26,4.4
2020,Ifeadi Odenigbo,MIN,26,0,0,3.5,15,DE,NOthwestern,75,258,4.72,25,31.5,128,7.26,4.4
2021,Ifeadi Odenigbo,CLE,27,0,0,0,3,DE,NOthwestern,75,258,4.72,25,31.5,128,7.26,4.4
2019,Byron Murphy,ARI,21,1,10,0,0,CB,Washington,71,190,4.55,14,36.5,120,7,4
2020,Byron Murphy,ARI,22,0,8,2,2,CB,Washington,71,190,4.55,14,36.5,120,7,4
2021,Byron Murphy,ARI,23,4,12,0.5,1,CB,Washington,71,190,4.55,14,36.5,120,7,4
2022,Byron Murphy,ARI,24,0,4,0.5,1,CB,Washington,71,190,4.55,14,36.5,120,7,4
2019,Taylor Rapp,LAR,22,2,8,0,1,S,Washington,72,208,4,17,35,115,6.82,3.99
2020,Taylor Rapp,LAR,23,1,3,0,0,S,Washington,72,208,4,17,35,115,6.82,3.99
2021,Taylor Rapp,LAR,24,4,6,1.5,3,S,Washington,72,208,4,17,35,115,6.82,3.99
2022,Taylor Rapp,LAR,25,2,6,0,1,S,Washington,72,208,4,17,35,115,6.82,3.99
2019,Rock Ya-Sin,IND,23,1,5,0,0,CB,Temple,72,192,4.51,18,39.5,120,7.31,4.31
2020,Rock Ya-Sin,IND,24,1,7,0,0,CB,Temple,72,192,4.51,18,39.5,120,7.31,4.31
2021,Rock Ya-Sin,IND,25,0,8,0,0,CB,Temple,72,192,4.51,18,39.5,120,7.31,4.31
2022,Rock Ya-Sin,LV,26,0,7,0,1,CB,Temple,72,192,4.51,18,39.5,120,7.31,4.31
2019,Khari Willis,IND,23,0,1,0,1,S,Michigan State,71,213,4.52,22,34.5,118,7,4
2020,Khari Willis,IND,24,2,6,2,4,S,Michigan State,71,213,4.52,22,34.5,118,7,4
2021,Khari Willis,IND,25,2,4,1.5,2,S,Michigan State,71,213,4.52,22,34.5,118,7,4
2019,Deandre Baker,NYG,22,0,8,0,0,CB,Georgia,71,193,4.52,14,,118,7,4
2020,Deandre Baker,KC,23,0,1,1,1,CB,Georgia,71,193,4.52,14,,118,7,4
2021,Deandre Baker,KC,24,0,1,0,0,CB,Georgia,71,193,4.52,14,,118,7,4
2019,Trayvon Mullen,LV,22,1,10,0,0,CB,Clemson,73,199,4.46,20,34.5,123,7,4
2020,Trayvon Mullen,LV,23,2,14,0,0,CB,Clemson,73,199,4.46,20,34.5,123,7,4
2021,Trayvon Mullen,LV,24,1,4,0,0,CB,Clemson,73,199,4.46,20,34.5,123,7,4
2019,Juan Thornhill,KC,24,3,5,0,0,S,Virginia,72,205,4.42,21,44,141,7,4
2020,Juan Thornhill,KC,25,1,3,0,1,S,Virginia,72,205,4.42,21,44,141,7,4
2021,Juan Thornhill,KC,26,1,3,0,1,S,Virginia,72,205,4.42,21,44,141,7,4
2022,Juan Thornhill,KC,27,3,9,1,2,S,Virginia,72,205,4.42,21,44,141,7,4
2019,Greedy Williams,CLE,22,0,2,0,0,CB,LSU,74,185,4.37,20,,114,7,4
2021,Greedy Williams,CLE,24,2,10,0,0,CB,LSU,74,185,4.37,20,,114,7,4
2022,Greedy Williams,CLE,25,0,0,0,0,CB,LSU,74,185,4.37,20,,114,7,4
2019,Mike Edwards,TB,23,0,6,1,1,S,Kentucky,70,205,4,20,,114,7,4
2019,Mike Edwards,TB,23,0,6,1,1,CB,Hawaii,69,189,4.56,14,36,124,6.94,4.18
2020,Mike Edwards,TB,24,2,5,0,0,S,Kentucky,70,205,4,20,,114,7,4
2020,Mike Edwards,TB,24,2,5,0,0,CB,Hawaii,69,189,4.56,14,36,124,6.94,4.18
2021,Mike Edwards,TB,25,3,7,0,0,S,Kentucky,70,205,4,20,,114,7,4
2021,Mike Edwards,TB,25,3,7,0,0,CB,Hawaii,69,189,4.56,14,36,124,6.94,4.18
2022,Mike Edwards,TB,26,2,3,1,2,S,Kentucky,70,205,4,20,,114,7,4
2022,Mike Edwards,TB,26,2,3,1,2,CB,Hawaii,69,189,4.56,14,36,124,6.94,4.18
2019,Kendall Sheffield,ATL,23,0,3,0,0,CB,Ohio State,71,193,4,20,,114,7,4
2020,Kendall Sheffield,ATL,24,0,3,0,0,CB,Ohio State,71,193,4,20,,114,7,4
2021,Kendall Sheffield,ATL,25,0,0,0,0,CB,Ohio State,71,193,4,20,,114,7,4
2019,Will Harris,DET,24,0,3,1,1,S,Boston Col.,73,207,4.41,20,36.5,123,6.91,4.12
2020,Will Harris,DET,25,0,1,0,0,S,Boston Col.,73,207,4.41,20,36.5,123,6.91,4.12
2021,Will Harris,DET,26,0,4,0.5,1,S,Boston Col.,73,207,4.41,20,36.5,123,6.91,4.12
2022,Will Harris,DET,27,1,4,0,1,S,Boston Col.,73,207,4.41,20,36.5,123,6.91,4.12
2019,Julian Love,NYG,21,1,3,0,1,CB,Notre Dame,71,195,4.54,14,36,121,6.72,4.1
2020,Julian Love,NYG,22,1,3,0,0,CB,Notre Dame,71,195,4.54,14,36,121,6.72,4.1
2021,Julian Love,NYG,23,1,7,0.5,2,CB,Notre Dame,71,195,4.54,14,36,121,6.72,4.1
